Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store
S01346,"Frostcove, IN",NORTH,13,7598519.0,7.292543e+06,7.73,-4.03,59245.0,,,-5.4,-3.0,4.03,Well-Calibrated,Growth
S00908,"Graywood, NY",NORTH,13,4539821.0,4.357274e+06,9.79,-4.02,49906.0,,,-9.7,0.3,4.02,Well-Calibrated,Neutral
S00400,"Northheights, MI",NORTH,13,2698511.0,2.806896e+06,9.72,4.02,24296.0,,,3.9,4.1,4.02,Well-Calibrated,Neutral
S01408,"Mapleisle, NY",NORTH,13,15499226.0,1.487778e+07,5.18,-4.01,84436.0,,,-2.5,-5.1,4.01,Well-Calibrated,Maintain
S00431,"Lowcrest, NM",WEST,13,7807511.0,7.495398e+06,9.6,-4.0,64573.0,,,-4.8,-3.5,4.0,Well-Calibrated,High Growth
S00646,"Galmont, AZ",WEST,13,9223171.0,8.854778e+06,7.33,-3.99,85952.0,,,-0.9,-5.7,3.99,Well-Calibrated,Neutral
S01488,"Pinerun, NJ",NORTH,13,8793467.0,8.443481e+06,6.52,-3.98,61538.0,,,-5.1,-3.2,3.98,Well-Calibrated,Maintain
S00938,"Morcliff, KY",NORTH,13,2641412.0,2.536421e+06,8.3,-3.97,20453.0,,,-3.8,-4.1,3.97,Well-Calibrated,Neutral
S01087,"Sunstrand, NJ",NORTH,13,4633382.0,4.450524e+06,7.54,-3.95,33345.0,,,-3.8,-4.0,3.95,Well-Calibrated,Growth
S00926,"Moonkeep, WA",WEST,13,4691984.0,4.877112e+06,6.16,3.95,28958.0,,,2.0,5.4,3.95,Well-Calibrated,Neutral
S01467,"Coppertown, SC",SOUTH,13,8740365.0,9.086017e+06,11.51,3.95,96159.0,,,11.4,-0.6,3.95,Well-Calibrated,Neutral
S00971,"Crystalfall, CA",WEST,13,5666781.0,5.442786e+06,7.77,-3.95,48672.0,,,-0.7,-5.9,3.95,Well-Calibrated,Growth
S00954,"Copperview, MN",WEST,13,6220330.0,6.46391e+06,8.04,3.92,52942.0,,,5.6,2.6,3.92,Well-Calibrated,Defend
S00934,"Wincamp, NJ",NORTH,13,2321053.0,2.411501e+06,6.4,3.9,13569.0,,,5.1,3.1,3.9,Well-Calibrated,Defend
S01723,"Eaglegate, AL",SOUTH,13,5246470.0,5.042258e+06,6.06,-3.89,34259.0,,,-0.2,-6.1,3.89,Well-Calibrated,Growth
S00792,"Rivdale, KS",WEST,13,1746252.0,1.81418e+06,8.14,3.89,14478.0,,,-1.8,8.0,3.89,Well-Calibrated,Defend
S01352,"Sagebend, OH",NORTH,13,3116323.0,3.237439e+06,7.52,3.89,23318.0,,,5.1,3.1,3.89,Well-Calibrated,Neutral
S00284,"Oakpoint, GA",SOUTH,13,6430855.0,6.680225e+06,7.29,3.88,44155.0,,,4.1,3.7,3.88,Well-Calibrated,Neutral
S00487,"Sagegrove, CA",WEST,13,7819098.0,7.517074e+06,7.85,-3.86,54256.0,,,-3.7,-4.0,3.86,Well-Calibrated,High Growth
S00634,"Granitehollow, TX",WEST,13,2852941.0,2.962994e+06,6.2,3.86,17911.0,,,1.9,5.2,3.86,Well-Calibrated,Defend
S01280,"Ironbend, OH",NORTH,13,9538515.0,9.1703e+06,7.65,-3.86,65026.0,,,-1.9,-5.1,3.86,Well-Calibrated,Maintain
S01650,"Highmark, OK",WEST,13,13970586.0,1.343203e+07,10.73,-3.85,185921.0,,,-5.0,-3.1,3.85,Well-Calibrated,Growth
S00745,"Westbend, NY",NORTH,13,31251056.0,3.0046958e+07,6.35,-3.85,173568.0,,,-3.0,-4.5,3.85,Well-Calibrated,Neutral
S00181,"Blackshire, LA",SOUTH,13,13904379.0,1.3368437e+07,6.91,-3.85,86928.0,,,-5.2,-3.0,3.85,Well-Calibrated,High Growth
S00907,"Foxside, TX",SOUTH,13,14536533.0,1.397705e+07,6.87,-3.85,100386.0,,,-2.8,-4.5,3.85,Well-Calibrated,High Growth
S00941,"Startown, CA",WEST,13,13330431.0,1.2818172e+07,11.11,-3.84,143110.0,,,-2.3,-4.8,3.84,Well-Calibrated,Maintain
S00562,"Sagetown, FL",SOUTH,13,43288957.0,4.4941744e+07,8.01,3.82,373466.0,,,2.4,4.6,3.82,Well-Calibrated,Neutral
S01007,"Pinecamp, MO",WEST,13,8676668.0,9.007779e+06,7.6,3.82,62697.0,,,6.1,2.2,3.82,Well-Calibrated,Defend
S00315,"Mapleharbor, UT",WEST,13,21599387.0,2.0779678e+07,9.3,-3.8,186899.0,,,-3.2,-4.2,3.8,Well-Calibrated,Maintain
S00342,"Brighthold, TX",SOUTH,13,9395784.0,9.038522e+06,7.14,-3.8,62093.0,,,-1.9,-5.0,3.8,Well-Calibrated,Growth
S00736,"Silvergard, OH",NORTH,13,5382747.0,5.17822e+06,7.27,-3.8,36847.0,,,-2.7,-4.5,3.8,Well-Calibrated,Neutral
S01630,"Clearjunction, GA",SOUTH,13,3706392.0,3.847373e+06,7.96,3.8,27414.0,,,3.9,3.7,3.8,Well-Calibrated,Neutral
S01508,"Stormharbor, FL",SOUTH,13,15382111.0,1.5963658e+07,7.9,3.78,125017.0,,,6.6,2.1,3.78,Well-Calibrated,Defend
S00884,"Stoneisle, WI",NORTH,13,11503714.0,1.1069701e+07,10.83,-3.77,123095.0,,,2.1,-7.3,3.77,Well-Calibrated,Neutral
S00480,"Bluetown, AZ",WEST,13,16050081.0,1.5444726e+07,7.91,-3.77,109695.0,,,-10.2,0.1,3.77,Well-Calibrated,Growth
S01101,"Mapleside, GA",SOUTH,13,8211990.0,8.520507e+06,10.99,3.76,89208.0,,,7.8,1.2,3.76,Well-Calibrated,High Growth
S00393,"Crystalgrove, NJ",NORTH,13,29727292.0,2.861116e+07,8.61,-3.75,226781.0,,,-0.7,-5.8,3.75,Well-Calibrated,Growth
S00798,"Greenrock, FL",SOUTH,13,57885101.0,5.5713624e+07,7.38,-3.75,403491.0,,,-3.5,-3.9,3.75,Well-Calibrated,High Growth
S00447,"Vanridge, FL",SOUTH,13,29027782.0,2.7940368e+07,5.47,-3.75,159887.0,,,-4.2,-3.5,3.75,Well-Calibrated,High Growth
S00478,"Maplemere, MO",WEST,13,21163861.0,2.1956248e+07,7.0,3.74,133717.0,,,2.8,4.4,3.74,Well-Calibrated,Defend
S01123,"Northcliff, MI",NORTH,13,21233187.0,2.04401e+07,11.53,-3.74,217567.0,,,-6.2,-2.0,3.74,Well-Calibrated,Neutral
S00426,"Granitecamp, CA",WEST,13,20066783.0,1.9316338e+07,8.82,-3.74,189005.0,,,-2.2,-4.7,3.74,Well-Calibrated,Growth
S00174,"Wolfbend, VA",NORTH,13,9781056.0,9.416334e+06,8.06,-3.73,76406.0,,,-2.9,-4.3,3.73,Well-Calibrated,High Growth
S01374,"Coppercliff, AZ",WEST,13,6501875.0,6.260324e+06,7.4,-3.72,57415.0,,,-4.2,-3.4,3.72,Well-Calibrated,High Growth
S01414,"Cedarwatch, CA",WEST,13,7129274.0,6.864818e+06,7.71,-3.71,52814.0,,,-0.9,-5.4,3.71,Well-Calibrated,Neutral
S00062,"Moonharbor, CT",NORTH,13,3724165.0,3.58616e+06,7.94,-3.71,26381.0,,,-6.2,-1.9,3.71,Well-Calibrated,Maintain
S01510,"Stormpoint, FL",SOUTH,13,13473303.0,1.297486e+07,5.96,-3.7,77304.0,,,-0.5,-5.7,3.7,Well-Calibrated,High Growth
S00870,"Stargrove, RI",NORTH,13,16704794.0,1.6086076e+07,7.46,-3.7,121550.0,,,-1.9,-4.9,3.7,Well-Calibrated,Defend
S00633,"Redgard, NV",WEST,13,27200444.0,2.6198244e+07,8.33,-3.68,239091.0,,,-3.6,-3.7,3.68,Well-Calibrated,Neutral
S00583,"Crystalpoint, CA",WEST,13,5447341.0,5.248153e+06,7.2,-3.66,43013.0,,,0.8,-6.2,3.66,Well-Calibrated,Neutral
S00808,"Morrun, VA",NORTH,13,10402714.0,1.002197e+07,5.4,-3.66,57403.0,,,-3.9,-3.5,3.66,Well-Calibrated,High Growth
S00920,"Moonwood, TX",WEST,13,8872165.0,8.549524e+06,8.73,-3.64,76543.0,,,-4.1,-3.4,3.64,Well-Calibrated,High Growth
S00982,"Ashpoint, SC",SOUTH,13,4595406.0,4.428168e+06,8.83,-3.64,36220.0,,,-1.0,-5.4,3.64,Well-Calibrated,High Growth
S01318,"Lakefield, AZ",WEST,13,3252190.0,3.134082e+06,11.69,-3.63,39861.0,,,-7.1,-1.3,3.63,Well-Calibrated,High Growth
S01527,"Westhollow, NJ",NORTH,13,14458008.0,1.3935204e+07,8.74,-3.62,115351.0,,,0.9,-6.6,3.62,Well-Calibrated,High Growth
S00928,"Lakeridge, CA",WEST,13,3827226.0,3.688972e+06,8.99,-3.61,31289.0,,,-4.2,-3.3,3.61,Well-Calibrated,Maintain
S00090,"Goldstrand, OH",NORTH,13,6585666.0,6.348015e+06,8.86,-3.61,51807.0,,,-2.4,-4.4,3.61,Well-Calibrated,Neutral
S00206,"Frostcourt, AL",SOUTH,13,36488493.0,3.5171524e+07,8.72,-3.61,293229.0,,,-2.8,-4.2,3.61,Well-Calibrated,Growth
S00186,"Lowisle, CA",WEST,13,28519113.0,2.749417e+07,7.69,-3.59,223342.0,,,-4.2,-3.2,3.59,Well-Calibrated,Maintain
S00381,"Riverpoint, OR",WEST,13,7276125.0,7.016826e+06,7.6,-3.56,48310.0,,,-5.0,-2.6,3.56,Well-Calibrated,Growth
S00604,"Bluewood, FL",SOUTH,13,14166385.0,1.3663767e+07,6.36,-3.55,84352.0,,,-4.6,-2.9,3.55,Well-Calibrated,Growth
S00710,"Westbrook, UT",WEST,13,10466718.0,1.0096329e+07,6.36,-3.54,59052.0,,,-0.2,-5.7,3.54,Well-Calibrated,High Growth
S01463,"Foxmark, PA",NORTH,13,8774043.0,8.464646e+06,8.7,-3.53,82511.0,,,-2.3,-4.3,3.53,Well-Calibrated,Maintain
S00086,"Southwatch, PA",NORTH,13,37481416.0,3.616402e+07,7.35,-3.51,255600.0,,,0.3,-6.1,3.51,Well-Calibrated,Neutral
S01661,"Shadowmont, IL",WEST,13,2087923.0,2.161179e+06,8.11,3.51,15193.0,,,6.1,1.8,3.51,Well-Calibrated,Defend
S01232,"Moonbay, ME",NORTH,13,2914678.0,3.016847e+06,7.13,3.51,20097.0,,,1.4,5.0,3.51,Well-Calibrated,Defend
S01175,"Granitecross, CT",NORTH,13,35243206.0,3.4005556e+07,5.9,-3.51,185897.0,,,-5.2,-2.3,3.51,Well-Calibrated,Neutral
S00498,"Starsprings, AR",WEST,13,9046927.0,8.73033e+06,5.93,-3.5,47980.0,,,-2.0,-4.4,3.5,Well-Calibrated,Growth
S00360,"Pinedale, CA",WEST,13,19652944.0,1.8964726e+07,6.31,-3.5,119567.0,,,-2.2,-4.3,3.5,Well-Calibrated,Growth
S00851,"Lakeford, VA",NORTH,13,1815746.0,1.879368e+06,5.46,3.5,12542.0,,,4.1,3.1,3.5,Well-Calibrated,Defend
S01433,"Sunbrook, MS",SOUTH,13,2812983.0,2.911018e+06,5.63,3.49,21215.0,,,4.7,2.7,3.49,Well-Calibrated,Defend
S00141,"Cedarsprings, NC",SOUTH,13,10186382.0,1.0540583e+07,8.07,3.48,82613.0,,,1.7,4.7,3.48,Well-Calibrated,Maintain
S00063,"Frostrun, WI",NORTH,13,14411355.0,1.3910008e+07,9.59,-3.48,129888.0,,,-1.9,-4.5,3.48,Well-Calibrated,Neutral
S00933,"Coppervalley, TN",SOUTH,13,19895613.0,1.9208088e+07,7.55,-3.46,137739.0,,,-1.1,-5.0,3.46,Well-Calibrated,Neutral
S00091,"Goldvalley, FL",SOUTH,13,10821878.0,1.0446919e+07,5.46,-3.46,53514.0,,,-4.1,-3.1,3.46,Well-Calibrated,High Growth
S00196,"Goldgrove, NV",WEST,13,8727062.0,8.425306e+06,8.47,-3.46,67062.0,,,-3.5,-3.5,3.46,Well-Calibrated,High Growth
S00854,"Irondale, NY",NORTH,13,13176729.0,1.2721292e+07,9.7,-3.46,143460.0,,,-5.8,-1.8,3.46,Well-Calibrated,Neutral
S01080,"Royalvalley, CT",NORTH,13,28887472.0,2.788947e+07,7.19,-3.45,202155.0,,,-4.8,-2.5,3.45,Well-Calibrated,Maintain
S00407,"Redbend, NY",NORTH,13,14445710.0,1.3948424e+07,5.2,-3.44,75433.0,,,-4.0,-3.1,3.44,Well-Calibrated,Maintain
S00972,"Grayhold, FL",SOUTH,13,2723620.0,2.630313e+06,4.71,-3.43,12098.0,,,-5.4,-2.2,3.43,Well-Calibrated,Neutral
S00713,"Westvalley, VA",NORTH,13,13751487.0,1.3279397e+07,7.81,-3.43,107962.0,,,-2.4,-4.1,3.43,Well-Calibrated,Maintain
S01509,"Ashwatch, NC",SOUTH,13,10355176.0,1.0001448e+07,7.32,-3.42,71988.0,,,-0.7,-5.2,3.42,Well-Calibrated,Growth
S00019,"Stormrun, NC",SOUTH,13,46200088.0,4.4619656e+07,9.09,-3.42,407867.0,,,-0.7,-5.2,3.42,Well-Calibrated,High Growth
S01357,"Frostbay, IN",NORTH,13,6631599.0,6.40569e+06,9.22,-3.41,57621.0,,,-6.1,-1.4,3.41,Well-Calibrated,Neutral
S01579,"Brightjunction, KY",SOUTH,13,12640739.0,1.3070492e+07,6.55,3.4,79278.0,,,-0.2,6.2,3.4,Well-Calibrated,Defend
S00419,"Maplemont, NC",SOUTH,13,10186195.0,9.841319e+06,8.09,-3.39,76092.0,,,-2.0,-4.3,3.39,Well-Calibrated,High Growth
S00076,"Lowwood, CT",NORTH,13,13184957.0,1.2737487e+07,6.79,-3.39,77999.0,,,-2.0,-4.3,3.39,Well-Calibrated,Defend
S00818,"Vanmere, NC",SOUTH,13,19220209.0,1.856925e+07,6.86,-3.39,126662.0,,,-3.9,-3.1,3.39,Well-Calibrated,High Growth
S00511,"Bluegate, GA",SOUTH,13,15502727.0,1.6026595e+07,12.72,3.38,186572.0,,,1.2,5.0,3.38,Well-Calibrated,High Growth
S00554,"Copperfield, NY",NORTH,13,12586067.0,1.3010125e+07,6.99,3.37,87587.0,,,1.3,4.9,3.37,Well-Calibrated,Defend
S00918,"Crystalshire, TX",WEST,13,9741645.0,9.413455e+06,5.94,-3.37,56199.0,,,-2.7,-3.8,3.37,Well-Calibrated,High Growth
S00968,"Sungrove, MS",SOUTH,13,5600078.0,5.411918e+06,5.49,-3.36,27790.0,,,-4.0,-3.0,3.36,Well-Calibrated,Growth
S00915,"Vanmark, OR",WEST,13,10596608.0,1.0242868e+07,4.75,-3.34,45509.0,,,-1.0,-4.9,3.34,Well-Calibrated,Maintain
S00678,"Rivercamp, TX",SOUTH,13,13018934.0,1.258455e+07,4.98,-3.34,74702.0,,,-0.4,-5.1,3.34,Well-Calibrated,High Growth
S00863,"Highcrest, OR",WEST,13,10298730.0,9.955974e+06,7.29,-3.33,69177.0,,,-2.7,-3.8,3.33,Well-Calibrated,Growth
S00747,"Moonport, AL",SOUTH,13,22809106.0,2.2048662e+07,6.79,-3.33,144382.0,,,-1.3,-4.6,3.33,Well-Calibrated,High Growth
S00140,"Ashgate, GA",SOUTH,13,13538398.0,1.3988316e+07,7.79,3.32,97277.0,,,6.3,1.4,3.32,Well-Calibrated,Neutral
S01142,"Galjunction, SC",SOUTH,13,10091280.0,9.756816e+06,7.6,-3.31,85778.0,,,0.6,-5.7,3.31,Well-Calibrated,Growth
S01249,"Coppermark, MD",NORTH,13,30535838.0,2.9524598e+07,6.9,-3.31,189575.0,,,-2.2,-4.0,3.31,Well-Calibrated,High Growth
S00377,"Winheights, VA",NORTH,13,11049316.0,1.0683749e+07,6.11,-3.31,67146.0,,,-1.2,-4.7,3.31,Well-Calibrated,Maintain
S00581,"Shadowgrove, WA",WEST,13,4206303.0,4.345667e+06,6.7,3.31,29495.0,,,3.1,3.5,3.31,Well-Calibrated,Maintain
S00844,"Frostport, NC",SOUTH,13,47260004.0,4.5693652e+07,9.53,-3.31,416675.0,,,0.3,-5.5,3.31,Well-Calibrated,High Growth
S01050,"Whitehollow, SC",SOUTH,13,10516362.0,1.0168014e+07,6.02,-3.31,62499.0,,,-0.4,-5.2,3.31,Well-Calibrated,High Growth
S00785,"Galsprings, AZ",WEST,13,11795438.0,1.1404725e+07,7.61,-3.31,83929.0,,,-5.0,-2.3,3.31,Well-Calibrated,High Growth
S01480,"Clearharbor, MO",WEST,13,8799204.0,8.508001e+06,9.87,-3.31,101286.0,,,-2.0,-4.2,3.31,Well-Calibrated,Neutral
S01411,"Galreach, TN",SOUTH,13,3588424.0,3.707086e+06,8.84,3.31,29604.0,,,2.1,4.1,3.31,Well-Calibrated,Defend
S00218,"Granitehaven, CO",WEST,13,10848703.0,1.0491359e+07,6.91,-3.29,65691.0,,,2.8,-7.0,3.29,Well-Calibrated,Maintain
S01174,"Sagecourt, VA",NORTH,13,13248862.0,1.2813749e+07,8.08,-3.28,96807.0,,,-5.8,-1.5,3.28,Well-Calibrated,Growth
S01030,"Cedarbay, PA",NORTH,13,12470388.0,1.206208e+07,6.22,-3.27,72553.0,,,-4.2,-2.7,3.27,Well-Calibrated,Neutral
S00058,"Cedarmark, NY",NORTH,13,2616871.0,2.53118e+06,9.03,-3.27,21296.0,,,-6.2,-1.2,3.27,Well-Calibrated,Neutral
S00412,"Eastrun, NE",WEST,13,12236269.0,1.1836792e+07,13.15,-3.26,153655.0,,,2.9,-7.1,3.26,Well-Calibrated,Growth
S00073,"Maplewatch, MD",NORTH,13,5909601.0,5.717274e+06,6.25,-3.25,32341.0,,,-2.0,-4.1,3.25,Well-Calibrated,Neutral
S00612,"Stoneport, FL",SOUTH,13,6883152.0,6.659524e+06,6.86,-3.25,43428.0,,,-3.4,-3.2,3.25,Well-Calibrated,Growth
S01131,"Ashjunction, NC",SOUTH,13,15157811.0,1.565088e+07,6.41,3.25,101538.0,,,-1.7,7.2,3.25,Well-Calibrated,Maintain
S01547,"Riverhaven, GA",SOUTH,13,2805754.0,2.896967e+06,8.42,3.25,20476.0,,,1.9,4.2,3.25,Well-Calibrated,Neutral
S00294,"Cleardor, OH",NORTH,13,3014662.0,2.916628e+06,11.38,-3.25,34622.0,,,-1.4,-4.4,3.25,Well-Calibrated,Maintain
S01544,"Stonehold, SC",SOUTH,13,2306314.0,2.381044e+06,7.25,3.24,16168.0,,,2.4,3.9,3.24,Well-Calibrated,Neutral
S00564,"Bluewatch, IA",NORTH,13,23398963.0,2.2641486e+07,11.61,-3.24,265091.0,,,-2.8,-3.5,3.24,Well-Calibrated,Maintain
S00358,"Ironmere, FL",SOUTH,13,7344113.0,7.10677e+06,7.7,-3.23,53814.0,,,-9.8,0.6,3.23,Well-Calibrated,High Growth
S00027,"Crystalmere, WA",WEST,13,2066209.0,2.132719e+06,8.92,3.22,17835.0,,,1.6,4.4,3.22,Well-Calibrated,Neutral
S00364,"Moonhollow, TX",WEST,13,14671645.0,1.4200201e+07,8.65,-3.21,122442.0,,,-6.5,-0.8,3.21,Well-Calibrated,High Growth
S00334,"Winplains, TX",WEST,13,19756144.0,2.039032e+07,8.24,3.21,144925.0,,,0.2,5.3,3.21,Well-Calibrated,Growth
S00271,"Wolfcrest, FL",SOUTH,13,11008801.0,1.0655857e+07,5.11,-3.21,59034.0,,,-3.7,-2.9,3.21,Well-Calibrated,High Growth
S01561,"Ironwood, NY",NORTH,13,15117076.0,1.4632018e+07,6.95,-3.21,93765.0,,,-3.9,-2.7,3.21,Well-Calibrated,Defend
S00057,"Moonfield, MD",NORTH,13,3992925.0,3.865069e+06,6.58,-3.2,24857.0,,,-5.1,-1.9,3.2,Well-Calibrated,Neutral
S01537,"Morford, VA",NORTH,13,27833480.0,2.6943396e+07,6.1,-3.2,158528.0,,,-2.9,-3.4,3.2,Well-Calibrated,High Growth
S00881,"Wolfcliff, NC",SOUTH,13,24720014.0,2.3929616e+07,8.23,-3.2,198189.0,,,0.6,-5.6,3.2,Well-Calibrated,Growth
S00827,"Blackrock, FL",SOUTH,13,13160819.0,1.27402e+07,5.79,-3.2,90942.0,,,-4.9,-2.2,3.2,Well-Calibrated,Neutral
S01710,"Shadowbay, CA",WEST,13,16968969.0,1.6428318e+07,6.9,-3.19,121621.0,,,-0.7,-4.7,3.19,Well-Calibrated,High Growth
S01228,"Rivford, NJ",NORTH,13,2968454.0,3.062703e+06,5.93,3.18,15911.0,,,2.8,3.5,3.18,Well-Calibrated,Defend
S01419,"Redplains, WV",NORTH,13,15788200.0,1.5286629e+07,8.3,-3.18,130579.0,,,-1.3,-4.4,3.18,Well-Calibrated,Maintain
S01242,"Cedarkeep, PA",NORTH,13,31079816.0,3.0093804e+07,6.86,-3.17,198655.0,,,-2.6,-3.5,3.17,Well-Calibrated,Neutral
S00471,"Greenside, TX",WEST,13,16311876.0,1.5794344e+07,6.79,-3.17,106123.0,,,-4.7,-2.1,3.17,Well-Calibrated,Growth
S01594,"Oakdor, NY",NORTH,13,34306762.0,3.3219628e+07,6.39,-3.17,200310.0,,,-3.3,-3.1,3.17,Well-Calibrated,Growth
S01605,"Sagehollow, NV",WEST,13,6437924.0,6.23413e+06,8.05,-3.17,49246.0,,,-3.9,-2.7,3.17,Well-Calibrated,High Growth
S01396,"Sunfield, AL",SOUTH,13,9450881.0,9.151661e+06,4.35,-3.17,41714.0,,,-1.2,-4.5,3.17,Well-Calibrated,Neutral
S00219,"Galcourt, SC",SOUTH,13,4990333.0,4.832529e+06,6.93,-3.16,31720.0,,,-3.1,-3.2,3.16,Well-Calibrated,High Growth
S00882,"Southheights, MS",SOUTH,13,14224380.0,1.3775504e+07,5.39,-3.16,70335.0,,,-3.2,-3.1,3.16,Well-Calibrated,Growth
S01653,"Ironkeep, MO",WEST,13,27225842.0,2.63661e+07,5.7,-3.16,147275.0,,,-4.9,-2.0,3.16,Well-Calibrated,Neutral
S00461,"Riverfall, WA",WEST,13,15236437.0,1.4754821e+07,7.47,-3.16,109253.0,,,-0.1,-5.1,3.16,Well-Calibrated,Neutral
S00637,"Frosthold, NC",SOUTH,13,35876008.0,3.474424e+07,8.25,-3.15,297110.0,,,-3.0,-3.2,3.15,Well-Calibrated,Neutral
S00940,"Lowcove, AZ",WEST,13,7228707.0,7.000944e+06,7.38,-3.15,51474.0,,,-6.5,-1.1,3.15,Well-Calibrated,Maintain
S00111,"Bluecourt, CA",WEST,13,18718613.0,1.813066e+07,5.39,-3.14,92716.0,,,-3.2,-3.1,3.14,Well-Calibrated,Growth
S01662,"Bearpoint, CA",WEST,13,25853357.0,2.5040506e+07,8.04,-3.14,218101.0,,,-2.4,-3.7,3.14,Well-Calibrated,High Growth
S01085,"Ironridge, FL",SOUTH,13,3435666.0,3.327713e+06,5.68,-3.14,19228.0,,,-3.7,-2.8,3.14,Well-Calibrated,High Growth
S01426,"Moonstrand, AZ",WEST,13,9958064.0,9.646734e+06,6.6,-3.13,73070.0,,,-4.1,-2.5,3.13,Well-Calibrated,Maintain
S00681,"Rivtown, AR",WEST,13,4454725.0,4.315423e+06,7.27,-3.13,31327.0,,,-3.3,-3.0,3.13,Well-Calibrated,High Growth
S00846,"Highside, IN",NORTH,13,2263273.0,2.333974e+06,10.99,3.12,22320.0,,,4.7,2.0,3.12,Well-Calibrated,Maintain
S00494,"Highbay, TX",WEST,13,44447984.0,4.5836388e+07,6.57,3.12,337651.0,,,4.7,2.2,3.12,Well-Calibrated,Growth
S00429,"Redhollow, AZ",WEST,13,6825860.0,7.038784e+06,9.44,3.12,64473.0,,,2.8,3.3,3.12,Well-Calibrated,Growth
S01360,"Lowtown, MS",SOUTH,13,5330162.0,5.164119e+06,4.89,-3.12,26931.0,,,-2.7,-3.3,3.12,Well-Calibrated,Growth
S00226,"Cedarjunction, AZ",WEST,13,4442374.0,4.30435e+06,6.37,-3.11,26457.0,,,-3.1,-3.1,3.11,Well-Calibrated,High Growth
S00036,"Pinehollow, CA",WEST,13,11422758.0,1.1067849e+07,7.05,-3.11,77353.0,,,-1.1,-4.4,3.11,Well-Calibrated,Maintain
S00066,"Whiteisle, AL",SOUTH,13,13750803.0,1.3323261e+07,6.15,-3.11,89599.0,,,-1.3,-4.3,3.11,Well-Calibrated,High Growth
S01139,"Rivcamp, MS",SOUTH,13,34438296.0,3.3371778e+07,6.24,-3.1,225216.0,,,-0.9,-4.4,3.1,Well-Calibrated,High Growth
S00011,"Brighttown, PA",NORTH,13,8146185.0,7.893484e+06,7.07,-3.1,55309.0,,,-4.8,-1.9,3.1,Well-Calibrated,Growth
S01113,"Ironcross, FL",SOUTH,13,4681496.0,4.536302e+06,8.51,-3.1,39183.0,,,-4.4,-2.3,3.1,Well-Calibrated,High Growth
S01576,"Maplehollow, PA",NORTH,13,3470259.0,3.363042e+06,8.11,-3.09,25657.0,,,-0.9,-4.5,3.09,Well-Calibrated,Maintain
S01724,"Suncamp, CA",WEST,13,14996154.0,1.4532611e+07,7.54,-3.09,108789.0,,,-0.7,-4.5,3.09,Well-Calibrated,High Growth
S01636,"Sunwood, SC",SOUTH,13,14623508.0,1.417147e+07,6.98,-3.09,96739.0,,,-0.1,-5.0,3.09,Well-Calibrated,Neutral
S01117,"Stormgard, MA",NORTH,13,23393934.0,2.2674142e+07,8.47,-3.08,177930.0,,,-0.8,-4.6,3.08,Well-Calibrated,Maintain
S01424,"Granitefield, ID",WEST,13,11992801.0,1.16238e+07,6.77,-3.08,83989.0,,,-2.2,-3.7,3.08,Well-Calibrated,High Growth
S00837,"Wolfgard, NY",NORTH,13,1748530.0,1.802354e+06,8.39,3.08,12917.0,,,0.5,5.1,3.08,Well-Calibrated,Defend
S00278,"Silvermesa, CA",WEST,13,6318558.0,6.124427e+06,8.94,-3.07,55197.0,,,-4.7,-2.1,3.07,Well-Calibrated,Growth
S01425,"Coppergrove, MI",NORTH,13,12696825.0,1.3086511e+07,9.71,3.07,108960.0,,,4.1,2.3,3.07,Well-Calibrated,Defend
S01097,"Ironkeep, KS",WEST,13,6542104.0,6.341442e+06,6.69,-3.07,43862.0,,,-4.3,-2.2,3.07,Well-Calibrated,Maintain
S00067,"Granitemark, MD",NORTH,13,18595550.0,1.8026798e+07,5.32,-3.06,108567.0,,,-2.9,-3.1,3.06,Well-Calibrated,Maintain
S01190,"Beardale, FL",SOUTH,13,17952969.0,1.7403004e+07,7.68,-3.06,125126.0,,,-2.1,-3.6,3.06,Well-Calibrated,High Growth
S01181,"Westside, WI",NORTH,13,4205949.0,4.077181e+06,9.08,-3.06,41984.0,,,-0.1,-4.9,3.06,Well-Calibrated,Neutral
S00805,"Shadowdor, GA",SOUTH,13,2558080.0,2.636063e+06,7.77,3.05,17491.0,,,4.7,1.9,3.05,Well-Calibrated,Growth
S01208,"Shadowford, WV",NORTH,13,16800346.0,1.7313572e+07,4.32,3.05,68970.0,,,0.1,5.6,3.05,Well-Calibrated,Defend
S00895,"Moonrock, CO",WEST,13,8828640.0,8.559055e+06,6.47,-3.05,54590.0,,,-1.7,-4.0,3.05,Well-Calibrated,Growth
S00953,"Moontown, OH",NORTH,13,4554239.0,4.415162e+06,8.87,-3.05,36574.0,,,-4.4,-2.1,3.05,Well-Calibrated,Defend
S01548,"Blackmark, UT",WEST,13,13264925.0,1.2860312e+07,6.9,-3.05,113859.0,,,-1.9,-3.8,3.05,Well-Calibrated,Growth
S00483,"Granitestrand, IL",NORTH,13,5665857.0,5.493398e+06,11.73,-3.04,66227.0,,,-0.8,-4.4,3.04,Well-Calibrated,Defend
S01327,"Southcove, CA",WEST,13,25089385.0,2.4328774e+07,8.35,-3.03,204574.0,,,-3.8,-2.6,3.03,Well-Calibrated,Maintain
